instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
3834,2011-06-13,2,0,6,15,0,1,1,1,0.7,0.6364,0.37,0.4478,58,127,185
3719,2011-06-08,2,0,6,20,0,3,1,1,0.8,0.7879,0.63,0.1343,55,225,280
3743,2011-06-09,2,0,6,20,0,4,1,2,0.8,0.7273,0.43,0.19399999999999998,40,214,254
3175,2011-05-17,2,0,5,4,0,2,1,3,0.54,0.5152,0.94,0.2537,2,2,4
3979,2011-06-19,2,0,6,16,0,0,0,2,0.76,0.6818,0.48,0.0,121,257,378
3524,2011-05-31,2,0,5,17,0,2,1,1,0.84,0.8029999999999999,0.53,0.2239,67,428,495
3493,2011-05-30,2,0,5,10,1,1,0,1,0.8,0.7576,0.55,0.2537,116,153,269
2743,2011-04-29,2,0,4,4,0,5,1,1,0.46,0.4545,0.51,0.1343,0,6,6
3568,2011-06-02,2,0,6,13,0,4,1,1,0.8,0.6818,0.24,0.3582,35,168,203
4969,2011-07-30,3,0,7,22,0,6,0,1,0.78,0.7121,0.52,0.1045,80,129,209
4604,2011-07-15,3,0,7,17,0,5,1,1,0.74,0.6667,0.42,0.2537,104,483,587
4895,2011-07-27,3,0,7,20,0,3,1,1,0.76,0.6818,0.45,0.2239,55,239,294
4460,2011-07-09,3,0,7,17,0,6,0,1,0.84,0.7273,0.32,0.0,160,241,401
4230,2011-06-30,3,0,6,3,0,4,1,1,0.6,0.6061,0.6,0.1642,2,7,9
3974,2011-06-19,2,0,6,11,0,0,0,2,0.72,0.6667,0.58,0.0896,141,236,377
3711,2011-06-08,2,0,6,12,0,3,1,1,0.88,0.8182,0.42,0.1343,15,134,149
4690,2011-07-19,3,0,7,7,0,2,1,2,0.74,0.6970000000000001,0.7,0.1642,28,287,315
3657,2011-06-06,2,0,6,6,0,1,1,1,0.58,0.5455,0.88,0.0,11,101,112
4577,2011-07-14,3,0,7,14,0,4,1,1,0.74,0.6515,0.35,0.2836,49,129,178
3865,2011-06-14,2,0,6,22,0,2,1,1,0.58,0.5455,0.6,0.2239,29,159,188
4078,2011-06-23,3,0,6,19,0,4,1,1,0.72,0.6818,0.7,0.3582,56,344,400
3562,2011-06-02,2,0,6,7,0,4,1,1,0.7,0.6364,0.34,0.2537,19,285,304
4150,2011-06-26,3,0,6,19,0,0,0,2,0.72,0.6667,0.48,0.1343,89,228,317
3492,2011-05-30,2,0,5,9,1,1,0,1,0.72,0.6970000000000001,0.74,0.0896,47,81,128
4798,2011-07-23,3,0,7,19,0,6,0,2,0.82,0.8029999999999999,0.59,0.1343,80,137,217
4803,2011-07-24,3,0,7,0,0,0,0,1,0.8,0.7727,0.59,0.1045,42,77,119
3292,2011-05-22,2,0,5,1,0,0,0,1,0.52,0.5,0.94,0.1343,17,81,98
4002,2011-06-20,2,0,6,15,0,1,1,1,0.66,0.6212,0.61,0.1343,66,139,205
2523,2011-04-20,2,0,4,0,0,3,1,1,0.44,0.4394,0.88,0.1343,4,29,33
2972,2011-05-08,2,0,5,17,0,0,0,3,0.58,0.5455,0.49,0.2836,106,245,351
3315,2011-05-23,2,0,5,0,0,1,1,2,0.56,0.5303,0.88,0.1343,23,18,41
4071,2011-06-23,3,0,6,12,0,4,1,2,0.76,0.7273,0.66,0.2836,30,130,160
3166,2011-05-16,2,0,5,19,0,1,1,1,0.58,0.5455,0.83,0.2537,36,272,308
3815,2011-06-12,2,0,6,20,0,0,0,1,0.66,0.6061,0.83,0.1642,62,144,206
3134,2011-05-15,2,0,5,11,0,0,0,1,0.6,0.5758,0.78,0.2239,120,202,322
3197,2011-05-18,2,0,5,2,0,3,1,3,0.52,0.5,0.94,0.2239,1,5,6
3455,2011-05-28,2,0,5,20,0,6,0,1,0.7,0.6515,0.65,0.2239,68,128,196
4325,2011-07-04,3,0,7,2,1,1,0,1,0.64,0.5758,0.83,0.0,33,30,63
3243,2011-05-20,2,0,5,0,0,5,1,1,0.46,0.4545,0.94,0.0896,15,33,48
4659,2011-07-18,3,0,7,0,0,1,1,1,0.7,0.6667,0.74,0.1343,21,30,51
3087,2011-05-13,2,0,5,12,0,5,1,2,0.52,0.5,0.88,0.19399999999999998,53,170,223
3442,2011-05-28,2,0,5,7,0,6,0,1,0.6,0.5606,0.83,0.2537,17,33,50
4768,2011-07-22,3,0,7,13,0,5,1,1,0.94,0.9848,0.51,0.1642,25,98,123
3480,2011-05-29,2,0,5,21,0,0,0,1,0.68,0.6364,0.83,0.1642,107,122,229
4375,2011-07-06,3,0,7,4,0,3,1,2,0.68,0.6364,0.83,0.0896,0,6,6
2594,2011-04-22,2,0,4,23,0,5,1,3,0.32,0.3333,0.93,0.1045,0,17,17
4054,2011-06-22,3,0,6,19,0,3,1,2,0.8,0.7424,0.52,0.2537,62,280,342
3704,2011-06-08,2,0,6,5,0,3,1,1,0.62,0.5606,0.88,0.0,0,21,21
3475,2011-05-29,2,0,5,16,0,0,0,1,0.74,0.6970000000000001,0.7,0.2836,194,167,361
4438,2011-07-08,3,0,7,19,0,5,1,1,0.66,0.6061,0.83,0.0896,45,225,270
3908,2011-06-16,2,0,6,17,0,4,1,2,0.64,0.5909,0.78,0.1045,42,230,272
2598,2011-04-23,2,0,4,3,0,6,0,3,0.32,0.3333,1.0,0.0896,0,4,4
4619,2011-07-16,3,0,7,8,0,6,0,1,0.66,0.6212,0.65,0.1642,37,90,127
3976,2011-06-19,2,0,6,13,0,0,0,2,0.74,0.6667,0.51,0.0,149,214,363
3973,2011-06-19,2,0,6,10,0,0,0,2,0.7,0.6515,0.61,0.1045,86,158,244
4497,2011-07-11,3,0,7,6,0,1,1,1,0.68,0.6364,0.74,0.19399999999999998,19,102,121
4510,2011-07-11,3,0,7,19,0,1,1,1,0.84,0.8333,0.59,0.3284,80,293,373
4131,2011-06-26,3,0,6,0,0,0,0,1,0.64,0.6212,0.53,0.0,30,85,115
4662,2011-07-18,3,0,7,3,0,1,1,1,0.66,0.6061,0.78,0.19399999999999998,3,4,7
4015,2011-06-21,3,0,6,4,0,2,1,2,0.6,0.5455,0.88,0.1045,2,7,9
2932,2011-05-07,2,0,5,1,0,6,0,1,0.42,0.4242,0.82,0.1045,8,50,58
4586,2011-07-14,3,0,7,23,0,4,1,1,0.64,0.6061,0.65,0.2537,27,97,124
4890,2011-07-27,3,0,7,15,0,3,1,1,0.86,0.7424,0.26,0.2537,37,103,140
4524,2011-07-12,3,0,7,9,0,2,1,1,0.78,0.7273,0.55,0.4925,27,149,176
2718,2011-04-28,2,0,4,3,0,4,1,2,0.64,0.5909,0.78,0.3881,2,1,3
2959,2011-05-08,2,0,5,4,0,0,0,1,0.42,0.4242,0.82,0.0,2,8,10
3165,2011-05-16,2,0,5,18,0,1,1,3,0.58,0.5455,0.83,0.19399999999999998,55,398,453
4247,2011-06-30,3,0,6,20,0,4,1,1,0.74,0.6515,0.33,0.19399999999999998,55,285,340
3328,2011-05-23,2,0,5,13,0,1,1,2,0.74,0.6818,0.58,0.4179,49,155,204
4485,2011-07-10,3,0,7,18,0,0,0,1,0.82,0.7424,0.43,0.2836,141,222,363
2990,2011-05-09,2,0,5,11,0,1,1,1,0.6,0.6212,0.46,0.2239,26,99,125
4605,2011-07-15,3,0,7,18,0,5,1,1,0.72,0.6515,0.45,0.2239,102,394,496
4022,2011-06-21,3,0,6,11,0,2,1,1,0.66,0.6061,0.83,0.1642,52,119,171
3334,2011-05-23,2,0,5,19,0,1,1,1,0.7,0.6667,0.74,0.2239,56,302,358
3250,2011-05-20,2,0,5,7,0,5,1,1,0.5,0.4848,0.77,0.1642,30,289,319
4502,2011-07-11,3,0,7,11,0,1,1,1,0.82,0.7879,0.56,0.2985,39,89,128
4995,2011-08-01,3,0,8,0,0,1,1,1,0.72,0.6818,0.7,0.2239,7,22,29
4499,2011-07-11,3,0,7,8,0,1,1,1,0.74,0.6970000000000001,0.66,0.2836,35,385,420
3287,2011-05-21,2,0,5,20,0,6,0,1,0.62,0.6061,0.61,0.0,84,164,248
3914,2011-06-16,2,0,6,23,0,4,1,3,0.6,0.5606,0.83,0.2537,2,14,16
4614,2011-07-16,3,0,7,3,0,6,0,1,0.6,0.5758,0.78,0.1343,6,20,26
4961,2011-07-30,3,0,7,14,0,6,0,1,0.9,0.7879,0.29,0.0,112,193,305
4140,2011-06-26,3,0,6,9,0,0,0,1,0.66,0.6212,0.54,0.0896,75,131,206
4686,2011-07-19,3,0,7,3,0,2,1,1,0.72,0.6818,0.7,0.1642,2,1,3
4021,2011-06-21,3,0,6,10,0,2,1,2,0.64,0.5758,0.83,0.19399999999999998,41,120,161
4084,2011-06-24,3,0,6,1,0,5,1,1,0.66,0.6061,0.83,0.3284,8,20,28
3228,2011-05-19,2,0,5,9,0,4,1,2,0.54,0.5152,0.88,0.0896,40,176,216
3668,2011-06-06,2,0,6,17,0,1,1,1,0.78,0.6818,0.33,0.2836,63,516,579
3481,2011-05-29,2,0,5,22,0,0,0,1,0.66,0.5909,0.89,0.1343,78,93,171
2659,2011-04-25,2,0,4,16,0,1,1,1,0.7,0.6515,0.54,0.3582,41,198,239
3486,2011-05-30,2,0,5,3,1,1,0,1,0.64,0.5606,0.94,0.19399999999999998,10,8,18
3091,2011-05-13,2,0,5,16,0,5,1,2,0.52,0.5,0.88,0.1343,44,256,300
3745,2011-06-09,2,0,6,22,0,4,1,2,0.74,0.6818,0.58,0.1642,22,131,153
3997,2011-06-20,2,0,6,10,0,1,1,2,0.6,0.5758,0.78,0.2537,33,58,91
2891,2011-05-05,2,0,5,8,0,4,1,1,0.42,0.4242,0.5,0.2537,25,415,440
2992,2011-05-09,2,0,5,13,0,1,1,1,0.62,0.6212,0.38,0.2836,36,138,174
4744,2011-07-21,3,0,7,13,0,4,1,1,0.88,0.8939,0.56,0.2985,21,81,102
3027,2011-05-11,2,0,5,0,0,3,1,2,0.52,0.5,0.55,0.1343,8,30,38
2733,2011-04-28,2,0,4,18,0,4,1,1,0.64,0.6212,0.47,0.3582,44,486,530
3838,2011-06-13,2,0,6,19,0,1,1,1,0.66,0.6212,0.39,0.2836,75,348,423
3423,2011-05-27,2,0,5,12,0,5,1,2,0.76,0.6970000000000001,0.55,0.2985,53,190,243
3965,2011-06-19,2,0,6,2,0,0,0,1,0.68,0.6364,0.74,0.0896,13,59,72
3841,2011-06-13,2,0,6,22,0,1,1,1,0.62,0.6212,0.46,0.2239,20,114,134
4813,2011-07-24,3,0,7,10,0,0,0,1,0.86,0.8182,0.5,0.3284,61,165,226
4763,2011-07-22,3,0,7,8,0,5,1,2,0.84,0.8485,0.63,0.1642,30,292,322
3459,2011-05-29,2,0,5,0,0,0,0,1,0.64,0.5758,0.83,0.2239,32,51,83
3913,2011-06-16,2,0,6,22,0,4,1,3,0.62,0.5758,0.83,0.2537,24,127,151
2592,2011-04-22,2,0,4,21,0,5,1,3,0.3,0.303,0.93,0.1642,5,23,28
2894,2011-05-05,2,0,5,11,0,4,1,1,0.52,0.5,0.36,0.4478,43,105,148
4481,2011-07-10,3,0,7,14,0,0,0,1,0.82,0.7424,0.41,0.3284,122,227,349
3738,2011-06-09,2,0,6,15,0,4,1,1,0.94,0.8333,0.31,0.1642,18,86,104
3788,2011-06-11,2,0,6,17,0,6,0,2,0.74,0.6818,0.58,0.1642,147,190,337
4489,2011-07-10,3,0,7,22,0,0,0,1,0.74,0.6970000000000001,0.66,0.2239,56,87,143
4934,2011-07-29,3,0,7,11,0,5,1,1,0.92,0.8788,0.4,0.2985,43,118,161
4245,2011-06-30,3,0,6,18,0,4,1,1,0.76,0.6667,0.29,0.2537,114,472,586
4027,2011-06-21,3,0,6,16,0,2,1,1,0.8,0.7727,0.59,0.2239,62,273,335
4975,2011-07-31,3,0,7,4,0,0,0,1,0.72,0.6818,0.7,0.0,6,7,13
3396,2011-05-26,2,0,5,9,0,4,1,1,0.72,0.6818,0.7,0.1642,22,194,216
2931,2011-05-07,2,0,5,0,0,6,0,1,0.42,0.4242,0.82,0.1343,10,76,86
2834,2011-05-02,2,0,5,23,0,1,1,2,0.56,0.5303,0.83,0.19399999999999998,16,48,64
3447,2011-05-28,2,0,5,12,0,6,0,1,0.72,0.6667,0.58,0.2537,145,213,358
3310,2011-05-22,2,0,5,19,0,0,0,1,0.66,0.6212,0.61,0.19399999999999998,107,193,300
4804,2011-07-24,3,0,7,1,0,0,0,1,0.78,0.7576,0.66,0.1045,33,63,96
4729,2011-07-20,3,0,7,22,0,3,1,1,0.78,0.7727,0.7,0.2239,25,144,169
3574,2011-06-02,2,0,6,19,0,4,1,1,0.72,0.6364,0.23,0.2985,58,321,379
2580,2011-04-22,2,0,4,9,0,5,1,3,0.34,0.303,0.61,0.2985,17,178,195
4694,2011-07-19,3,0,7,11,0,2,1,1,0.82,0.8029999999999999,0.59,0.0,29,98,127
4402,2011-07-07,3,0,7,7,0,4,1,2,0.66,0.5909,0.89,0.1045,13,279,292
3142,2011-05-15,2,0,5,19,0,0,0,1,0.56,0.5303,0.83,0.1045,78,153,231
3756,2011-06-10,2,0,6,9,0,5,1,1,0.76,0.6970000000000001,0.55,0.0,37,176,213
2601,2011-04-23,2,0,4,6,0,6,0,2,0.34,0.3333,1.0,0.1642,0,11,11
2680,2011-04-26,2,0,4,13,0,2,1,1,0.74,0.6667,0.51,0.4478,37,139,176
3728,2011-06-09,2,0,6,5,0,4,1,2,0.7,0.6667,0.84,0.0,1,19,20
3379,2011-05-25,2,0,5,16,0,3,1,1,0.74,0.6667,0.51,0.2836,61,238,299
2551,2011-04-21,2,0,4,4,0,4,1,2,0.44,0.4394,0.54,0.4478,2,4,6
4501,2011-07-11,3,0,7,10,0,1,1,1,0.8,0.7576,0.55,0.3582,44,73,117
4516,2011-07-12,3,0,7,1,0,2,1,1,0.7,0.6667,0.79,0.0896,6,8,14
4285,2011-07-02,3,0,7,10,0,6,0,1,0.8,0.7121,0.36,0.0,103,168,271
3994,2011-06-20,2,0,6,7,0,1,1,3,0.56,0.5303,0.88,0.19399999999999998,0,46,46
2856,2011-05-03,2,0,5,21,0,2,1,2,0.64,0.6212,0.61,0.4478,42,183,225
4593,2011-07-15,3,0,7,6,0,5,1,2,0.6,0.5909,0.73,0.1045,12,108,120
4699,2011-07-19,3,0,7,16,0,2,1,1,0.9,0.8485,0.42,0.2985,61,216,277
4952,2011-07-30,3,0,7,5,0,6,0,1,0.72,0.6818,0.7,0.2836,4,9,13
2547,2011-04-21,2,0,4,0,0,4,1,1,0.56,0.5303,0.43,0.3582,11,33,44
3426,2011-05-27,2,0,5,15,0,5,1,1,0.78,0.7121,0.49,0.2836,98,258,356
4024,2011-06-21,3,0,6,13,0,2,1,1,0.74,0.6970000000000001,0.66,0.1642,49,158,207
3450,2011-05-28,2,0,5,15,0,6,0,1,0.74,0.6818,0.55,0.2239,187,187,374
2604,2011-04-23,2,0,4,9,0,6,0,2,0.38,0.3939,0.94,0.2985,13,55,68
3757,2011-06-10,2,0,6,10,0,5,1,1,0.78,0.7121,0.52,0.0,23,88,111
2924,2011-05-06,2,0,5,17,0,5,1,1,0.58,0.5455,0.4,0.3582,83,470,553
4253,2011-07-01,3,0,7,2,0,5,1,1,0.62,0.6061,0.69,0.0,6,7,13
4828,2011-07-25,3,0,7,1,0,1,1,2,0.76,0.7424,0.75,0.0896,4,8,12
4998,2011-08-01,3,0,8,3,0,1,1,1,0.7,0.6667,0.79,0.1642,0,4,4
4408,2011-07-07,3,0,7,13,0,4,1,1,0.86,0.7879,0.41,0.0,48,107,155
4807,2011-07-24,3,0,7,4,0,0,0,1,0.78,0.7576,0.66,0.1045,1,5,6
3366,2011-05-25,2,0,5,3,0,3,1,1,0.54,0.5152,1.0,0.1343,0,9,9
3106,2011-05-14,2,0,5,7,0,6,0,3,0.48,0.4697,1.0,0.0,4,28,32
2792,2011-05-01,2,0,5,5,0,0,0,1,0.4,0.4091,0.82,0.0896,0,10,10
3123,2011-05-15,2,0,5,0,0,0,0,2,0.52,0.5,1.0,0.0,5,34,39
4431,2011-07-08,3,0,7,12,0,5,1,2,0.76,0.7273,0.7,0.2836,49,164,213
3448,2011-05-28,2,0,5,13,0,6,0,1,0.72,0.6818,0.62,0.2239,168,217,385
3897,2011-06-16,2,0,6,6,0,4,1,3,0.58,0.5455,0.73,0.1642,8,104,112
2690,2011-04-26,2,0,4,23,0,2,1,2,0.6,0.5606,0.83,0.2239,7,71,78
4097,2011-06-24,3,0,6,14,0,5,1,1,0.78,0.6970000000000001,0.43,0.2836,67,162,229
3070,2011-05-12,2,0,5,19,0,4,1,2,0.6,0.6061,0.64,0.19399999999999998,59,305,364
4148,2011-06-26,3,0,6,17,0,0,0,2,0.72,0.6515,0.42,0.1642,178,243,421
4204,2011-06-29,3,0,6,1,0,3,1,1,0.68,0.6364,0.79,0.2985,10,18,28
3787,2011-06-11,2,0,6,16,0,6,0,2,0.8,0.7273,0.46,0.19399999999999998,169,225,394
4779,2011-07-23,3,0,7,0,0,6,0,1,0.82,0.7879,0.56,0.0,16,85,101
4314,2011-07-03,3,0,7,15,0,0,0,1,0.84,0.8029999999999999,0.53,0.2985,194,182,376
4032,2011-06-21,3,0,6,21,0,2,1,1,0.72,0.6970000000000001,0.74,0.19399999999999998,38,191,229
4110,2011-06-25,3,0,6,3,0,6,0,1,0.64,0.6212,0.57,0.19399999999999998,18,21,39
2725,2011-04-28,2,0,4,10,0,4,1,2,0.62,0.5606,0.88,0.2836,9,45,54
3647,2011-06-05,2,0,6,20,0,0,0,1,0.66,0.6212,0.69,0.19399999999999998,84,195,279
3390,2011-05-26,2,0,5,3,0,4,1,1,0.6,0.5455,0.88,0.0896,0,4,4
4089,2011-06-24,3,0,6,6,0,5,1,1,0.66,0.6061,0.83,0.1343,4,87,91
3809,2011-06-12,2,0,6,14,0,0,0,1,0.82,0.7879,0.56,0.2537,96,219,315
4789,2011-07-23,3,0,7,10,0,6,0,1,0.86,0.7879,0.41,0.2239,61,137,198
3300,2011-05-22,2,0,5,9,0,0,0,1,0.62,0.6061,0.69,0.1045,59,130,189
3478,2011-05-29,2,0,5,19,0,0,0,1,0.72,0.6970000000000001,0.74,0.2537,141,146,287
4740,2011-07-21,3,0,7,9,0,4,1,2,0.8,0.8182,0.75,0.2537,34,166,200
3060,2011-05-12,2,0,5,9,0,4,1,2,0.5,0.4848,0.77,0.2836,21,191,212
3958,2011-06-18,2,0,6,19,0,6,0,2,0.74,0.6667,0.51,0.1045,99,227,326
4666,2011-07-18,3,0,7,7,0,1,1,1,0.68,0.6364,0.74,0.2239,22,255,277
3960,2011-06-18,2,0,6,21,0,6,0,2,0.72,0.6818,0.66,0.1045,58,125,183
4075,2011-06-23,3,0,6,16,0,4,1,2,0.74,0.6818,0.62,0.2985,58,217,275
3474,2011-05-29,2,0,5,15,0,0,0,1,0.74,0.6970000000000001,0.7,0.2985,221,155,376
3451,2011-05-28,2,0,5,16,0,6,0,1,0.76,0.6970000000000001,0.55,0.2836,201,201,402
3927,2011-06-17,2,0,6,12,0,5,1,1,0.7,0.6515,0.65,0.2537,49,194,243
3378,2011-05-25,2,0,5,15,0,3,1,1,0.76,0.6970000000000001,0.52,0.2537,37,145,182
3338,2011-05-23,2,0,5,23,0,1,1,2,0.62,0.5606,0.88,0.19399999999999998,19,53,72
2714,2011-04-27,2,0,4,23,0,3,1,2,0.62,0.5606,0.88,0.3582,25,53,78
2742,2011-04-29,2,0,4,3,0,5,1,1,0.46,0.4545,0.59,0.0896,1,4,5
4943,2011-07-29,3,0,7,20,0,5,1,1,0.86,0.7879,0.41,0.3284,53,153,206
3859,2011-06-14,2,0,6,16,0,2,1,1,0.68,0.6364,0.41,0.19399999999999998,51,279,330
4377,2011-07-06,3,0,7,6,0,3,1,1,0.7,0.6667,0.79,0.0896,9,112,121
3957,2011-06-18,2,0,6,18,0,6,0,2,0.74,0.6818,0.55,0.19399999999999998,118,263,381
4446,2011-07-09,3,0,7,3,0,6,0,1,0.64,0.5758,0.89,0.1343,7,23,30
4406,2011-07-07,3,0,7,11,0,4,1,1,0.82,0.7727,0.52,0.1343,30,112,142
4280,2011-07-02,3,0,7,5,0,6,0,1,0.58,0.5455,0.73,0.1045,1,13,14
4834,2011-07-25,3,0,7,7,0,1,1,2,0.74,0.7121,0.79,0.0,20,257,277
2859,2011-05-04,2,0,5,0,0,3,1,3,0.52,0.5,0.77,0.1642,5,22,27
4865,2011-07-26,3,0,7,14,0,2,1,1,0.86,0.7424,0.3,0.2836,46,101,147
2908,2011-05-06,2,0,5,1,0,5,1,1,0.4,0.4091,0.62,0.1642,8,24,32
3967,2011-06-19,2,0,6,4,0,0,0,2,0.66,0.6212,0.74,0.1343,7,10,17
4427,2011-07-08,3,0,7,8,0,5,1,2,0.72,0.6970000000000001,0.74,0.2537,36,421,457
4138,2011-06-26,3,0,6,7,0,0,0,1,0.62,0.6061,0.61,0.0,24,27,51
4667,2011-07-18,3,0,7,8,0,1,1,1,0.7,0.6515,0.7,0.19399999999999998,18,329,347
2553,2011-04-21,2,0,4,6,0,4,1,2,0.4,0.4091,0.58,0.5821,2,73,75
2506,2011-04-19,2,0,4,7,0,2,1,2,0.52,0.5,0.55,0.0,22,166,188
3931,2011-06-17,2,0,6,16,0,5,1,1,0.76,0.6818,0.45,0.1642,69,286,355
4873,2011-07-26,3,0,7,22,0,2,1,1,0.76,0.6970000000000001,0.55,0.1343,27,131,158
3667,2011-06-06,2,0,6,16,0,1,1,1,0.76,0.6667,0.33,0.1343,34,233,267
2795,2011-05-01,2,0,5,8,0,0,0,2,0.44,0.4394,0.77,0.1343,16,43,59
2917,2011-05-06,2,0,5,10,0,5,1,2,0.54,0.5152,0.49,0.3284,30,97,127
4967,2011-07-30,3,0,7,20,0,6,0,1,0.82,0.7424,0.43,0.1343,74,132,206
4233,2011-06-30,3,0,6,6,0,4,1,1,0.6,0.6061,0.64,0.2537,4,119,123
3360,2011-05-24,2,0,5,21,0,2,1,1,0.64,0.5909,0.78,0.0896,21,168,189
4162,2011-06-27,3,0,6,7,0,1,1,2,0.64,0.6061,0.73,0.2239,14,247,261
4680,2011-07-18,3,0,7,21,0,1,1,1,0.74,0.6970000000000001,0.66,0.19399999999999998,48,154,202
3764,2011-06-10,2,0,6,17,0,5,1,1,0.82,0.7727,0.52,0.2239,63,454,517
2755,2011-04-29,2,0,4,16,0,5,1,2,0.54,0.5152,0.42,0.3582,59,240,299
4720,2011-07-20,3,0,7,13,0,3,1,1,0.84,0.8182,0.56,0.19399999999999998,23,97,120
4339,2011-07-04,3,0,7,16,1,1,0,1,0.82,0.7424,0.41,0.0,236,216,452
3499,2011-05-30,2,0,5,16,1,1,0,1,0.88,0.7879,0.37,0.2836,101,208,309
4389,2011-07-06,3,0,7,18,0,3,1,1,0.76,0.7121,0.62,0.19399999999999998,77,486,563
2918,2011-05-06,2,0,5,11,0,5,1,2,0.54,0.5152,0.49,0.3284,42,123,165
4297,2011-07-02,3,0,7,22,0,6,0,1,0.72,0.6667,0.51,0.1642,78,123,201
3748,2011-06-10,2,0,6,1,0,5,1,3,0.7,0.6515,0.65,0.2239,5,18,23
2950,2011-05-07,2,0,5,19,0,6,0,1,0.56,0.5303,0.43,0.19399999999999998,88,179,267
4283,2011-07-02,3,0,7,8,0,6,0,1,0.68,0.6364,0.57,0.0,38,94,132
2618,2011-04-23,2,0,4,23,0,6,0,2,0.54,0.5152,0.88,0.1642,31,86,117
4772,2011-07-22,3,0,7,17,0,5,1,1,0.88,0.8485,0.47,0.1045,35,271,306
4462,2011-07-09,3,0,7,19,0,6,0,1,0.76,0.6970000000000001,0.55,0.1642,128,178,306
2584,2011-04-22,2,0,4,13,0,5,1,3,0.34,0.3333,0.87,0.19399999999999998,3,37,40
2883,2011-05-05,2,0,5,0,0,4,1,1,0.36,0.3485,0.66,0.19399999999999998,4,23,27
4508,2011-07-11,3,0,7,17,0,1,1,1,0.86,0.8485,0.56,0.4179,59,455,514
4346,2011-07-04,3,0,7,23,1,1,0,2,0.72,0.6818,0.7,0.1045,44,94,138
2591,2011-04-22,2,0,4,20,0,5,1,3,0.32,0.303,0.87,0.2239,8,39,47
2573,2011-04-22,2,0,4,2,0,5,1,1,0.36,0.3333,0.53,0.2985,2,7,9
3789,2011-06-11,2,0,6,18,0,6,0,2,0.72,0.6818,0.62,0.1343,131,155,286
3445,2011-05-28,2,0,5,10,0,6,0,1,0.7,0.6515,0.65,0.2239,110,166,276
4753,2011-07-21,3,0,7,22,0,4,1,1,0.82,0.8636,0.71,0.1642,36,113,149
3322,2011-05-23,2,0,5,7,0,1,1,2,0.56,0.5303,0.94,0.1045,13,223,236
3879,2011-06-15,2,0,6,12,0,3,1,1,0.7,0.6364,0.34,0.2239,33,178,211
3953,2011-06-18,2,0,6,14,0,6,0,2,0.8,0.7273,0.46,0.2836,138,196,334
3678,2011-06-07,2,0,6,3,0,2,1,1,0.6,0.5909,0.73,0.0896,1,1,2
2697,2011-04-27,2,0,4,6,0,3,1,1,0.56,0.5303,0.94,0.2537,5,79,84
3534,2011-06-01,2,0,6,3,0,3,1,1,0.68,0.6364,0.89,0.19399999999999998,0,6,6
4658,2011-07-17,3,0,7,23,0,0,0,1,0.7,0.6667,0.74,0.1343,39,54,93
4558,2011-07-13,3,0,7,19,0,3,1,1,0.7,0.6667,0.79,0.1045,79,340,419
2656,2011-04-25,2,0,4,13,0,1,1,1,0.7,0.6515,0.65,0.2239,57,146,203
2582,2011-04-22,2,0,4,11,0,5,1,3,0.34,0.3333,0.66,0.19399999999999998,23,83,106
3977,2011-06-19,2,0,6,14,0,0,0,3,0.74,0.6818,0.58,0.1045,124,193,317
4099,2011-06-24,3,0,6,16,0,5,1,1,0.8,0.6970000000000001,0.33,0.4179,80,247,327
3107,2011-05-14,2,0,5,8,0,6,0,3,0.5,0.4848,0.94,0.0,16,72,88
4120,2011-06-25,3,0,6,13,0,6,0,1,0.74,0.6515,0.4,0.2836,140,231,371
2923,2011-05-06,2,0,5,16,0,5,1,1,0.6,0.6212,0.4,0.2537,82,262,344
3294,2011-05-22,2,0,5,3,0,0,0,1,0.5,0.4848,1.0,0.1045,10,23,33
3621,2011-06-04,2,0,6,18,0,6,0,2,0.74,0.6515,0.3,0.1642,127,214,341
4490,2011-07-10,3,0,7,23,0,0,0,1,0.72,0.6818,0.66,0.2537,19,53,72
3670,2011-06-06,2,0,6,19,0,1,1,1,0.72,0.6667,0.54,0.19399999999999998,64,343,407
4728,2011-07-20,3,0,7,21,0,3,1,1,0.8,0.8029999999999999,0.66,0.1642,33,209,242
3639,2011-06-05,2,0,6,12,0,0,0,2,0.64,0.6061,0.69,0.1045,123,212,335
4069,2011-06-23,3,0,6,10,0,4,1,2,0.76,0.7273,0.66,0.1343,39,88,127
4145,2011-06-26,3,0,6,14,0,0,0,1,0.74,0.6515,0.4,0.1343,197,246,443
4730,2011-07-20,3,0,7,23,0,3,1,1,0.76,0.7424,0.75,0.2537,26,73,99
3163,2011-05-16,2,0,5,16,0,1,1,3,0.6,0.5758,0.78,0.2537,45,181,226
2715,2011-04-28,2,0,4,0,0,4,1,1,0.64,0.5909,0.78,0.3582,13,41,54
3291,2011-05-22,2,0,5,0,0,0,0,1,0.54,0.5152,0.88,0.1642,31,100,131
4844,2011-07-25,3,0,7,17,0,1,1,1,0.72,0.6970000000000001,0.74,0.0,48,437,485
4594,2011-07-15,3,0,7,7,0,5,1,1,0.64,0.6061,0.65,0.1045,17,257,274
4207,2011-06-29,3,0,6,4,0,3,1,1,0.66,0.6061,0.83,0.1045,0,5,5
3364,2011-05-25,2,0,5,1,0,3,1,3,0.58,0.5455,0.83,0.19399999999999998,6,2,8
4220,2011-06-29,3,0,6,17,0,3,1,1,0.82,0.7121,0.26,0.4179,78,492,570
